code,title,session,career,units,delivery_type
LING6016,Language and Society in Indigenous Australia,First Semester,Postgraduate,6,In Person
ASIA2001,Language in Asia and the Pacific,First Semester,Undergraduate,6,In Person
ASIA2103,Language in Asia and the Pacific (L),First Semester,Undergraduate,6,In Person
LING1001,Language unlocked: An introduction to linguistics,First Semester,Undergraduate,6,In Person
LING2029,"Language, Assessment and Policy",Second Semester,Undergraduate,6,In Person
LING6029,"Language, Assessment and Policy",Second Semester,Postgraduate,6,Online or In Person
LING2015,"Language, Culture and Translation",Second Semester,Undergraduate,6,In Person
LING6015,"Language, Culture and Translation",Second Semester,Postgraduate,6,In Person
LING2018,Languages in Contact,,Undergraduate,6,In Person
LING6018,Languages in Contact,,Postgraduate,6,In Person
LAWS6700,Law Capstone Project,First Semester / Second Semester,Postgraduate,6,In Person
LAWS4430,Law Internship,Summer Session / First Semester / Winter Session / Second Semester,Undergraduate,6,In Person
LAWS8430,Law Internship,Summer Session / First Semester / Winter Session / Second Semester,Postgraduate,6,In Person
LAWS4230,Law Internship (Capstone),Summer Session / First Semester / Winter Session / Second Semester,Undergraduate,6,In Person
LAWS6230,Law Internship (Capstone),Summer Session / First Semester / Winter Session / Second Semester,Postgraduate,6,In Person
LAWS6011,Law Mooting and Advocacy,Summer Session / Winter Session,Postgraduate,6,In Person
LAWS4011,Law Mooting and Advocacy,Summer Session / Winter Session,Undergraduate,6,In Person
LAWS4700,Law Research Capstone Project,First Semester / Second Semester,Undergraduate,6,In Person
LAWS4231,Law and Art: Representation and Critique,Second Semester,Undergraduate,6,In Person
LAWS4301,Law and Development Clinic,Summer Session,Undergraduate,6,Online or In Person
LAWS6301,Law and Development Clinic,Summer Session,Postgraduate,6,Online or In Person
LAWS4315,Law and Development in the Contemporary South Pacific,Winter Session,Undergraduate,6,In Person
LAWS8006,Law and Development in the Contemporary South Pacific,Summer Session,Postgraduate,6,Online or In Person
LAWS8228,Law and Economics,,Postgraduate,6,Online or In Person
LAWS8586,Law and Legal Institutions,Summer Session / Winter Session,Postgraduate,6,Online or In Person
LAWS4279,Law and Politics of European Integration,,Undergraduate,6,Online or In Person
LAWS4260,Law and Psychology,Winter Session,Undergraduate,6,In Person
LAWS8589,Law and Religion in Australia,Summer Session,Postgraduate,6,Online
LAWS4321,Law and Social Movements,,Undergraduate,6,In Person
LAWS4229,Law and Society in South East Asia,Second Semester,Undergraduate,6,In Person
LAWS8594,Law and Society in South East Asia,,Postgraduate,6,Online or In Person
LAWS4280,Law and the Humanities,,Undergraduate,6,In Person
LAWS8480,Law and the Humanities,,Postgraduate,6,In Person
BUSN2101,Law of Business Entities,First Semester,Undergraduate,6,In Person
LAWS8253,Law of The Sea,Summer Session,Postgraduate,6,Online or In Person
LAWS4299,Law's History and Context,Winter Session,Undergraduate,6,In Person
LAWS4256,"Law, Gender Identities and Sexualities",Second Semester,Undergraduate,6,In Person
LAWS8256,"Law, Gender Identities and Sexualities",Second Semester,Postgraduate,6,In Person
LAWS4341,"Law, Markets and Justice",,Undergraduate,6,Online or In Person
LAWS4350,"Law, Work and Technology",,Undergraduate,6,Online or In Person
LAWS1202,Lawyers Justice and Ethics,Second Semester,Undergraduate,6,In Person
LAWS6102,"Lawyers, Justice and Ethics",Second Semester,Postgraduate,6,In Person
MGMT3021,Leadership,Second Semester,Undergraduate,6,In Person
NSPO8012,"Leadership, Risk, Resilience, and Crisis",First Semester,Postgraduate,6,Online or In Person
MGMT8270,Leading People and Change,First Semester / Second Semester,Postgraduate,6,In Person
POGO8067,Leading Public Sector Change,Summer Session,Postgraduate,6,In Person
MGMT8109,Leading for High Performance and Resilience,,Postgraduate,3,In Person
MGMT8063,Leading for Social Impact,Second Semester,Postgraduate,6,In Person
ASIA3525,Learning Language Locally,Summer Session / Winter Session,Undergraduate,0,In Person
LAWS6307,Legal Education for True Justice: Indigenous Perspectives and Deep Listening on Country,Summer Session,Postgraduate,6,Online or In Person
LAWS4307,Legal Education for True Justice: Indigenous Perspectives and Deep Listening on Country,Summer Session,Undergraduate,6,In Person
LAWS8587,Legal Framework of Regulation,,Postgraduate,6,Online or In Person
LAWS2248,Legal Research and Writing,Second Semester,Undergraduate,6,In Person
LAWS2249,Legal Theory,Second Semester,Undergraduate,6,In Person
LAWS6249,Legal Theory,Second Semester,Postgraduate,6,Online or In Person
LAWS8104,Legislation and Legislative Drafting,,Postgraduate,6,Online or In Person
PHIL2289,"Leviathan, Art and Law: Constituting the Body Politic",,Undergraduate,6,In Person
LAWS4289,"Leviathan, Art, and Law: Constituting the Body Politic",,Undergraduate,6,In Person
STAT3037,Life Contingencies,Second Semester,Undergraduate,6,In Person
STAT6043,Life Contingencies,Second Semester,Postgraduate,6,In Person
DEMO8092,Life Course Analytics,Second Semester,Postgraduate,6,Online or In Person
DEMO4092,Life Course Analytics,Second Semester,Undergraduate,6,In Person
PHYS1004,Life Physics,Second Semester,Undergraduate,6,In Person
CLAS3002,"Life, Love, and Loss in Ancient Greece and Rome",,Undergraduate,6,In Person
ASIA2308,Linguistic Histories in Asia and the Pacific,,Undergraduate,6,In Person
ASIA6308,Linguistic Histories in Asia and the Pacific,,Postgraduate,6,In Person
ASIA2100,Linguistic Histories in Asia and the Pacific (L),,Undergraduate,6,In Person
CHIN2019,Literary Chinese 1,First Semester,Undergraduate,6,Online or In Person
CHIN2021,Literary Chinese 2,Second Semester,Undergraduate,6,Online or In Person
ASIA3040,Literary and Cultural Discourse in Modern Japan,,Undergraduate,6,In Person
ASIA6040,Literary and Cultural Discourse in Modern Japan,,Postgraduate,6,In Person
ENGL3022,Literature and Modernity,Second Semester,Undergraduate,6,In Person
LAWS4286,"Literature, Law and Human Rights",,Undergraduate,6,In Person
ENGL3037,"Literature, Law and Human Rights",,Undergraduate,6,In Person
LAWS2244,Litigation and Dispute Management,First Semester,Undergraduate,6,In Person
LAWS6244,Litigation and Dispute Management,First Semester,Postgraduate,6,In Person
STST3002,Living with Giants: Australia's Security in a Contested Asia,Second Semester,Undergraduate,6,In Person
BAPA3004,Living with Giants: Australia's Security in a Contested Asia,Spring Session,Undergraduate,6,Online or In Person
COMP2620,Logic,First Semester,Undergraduate,6,In Person
COMP6262,Logic,First Semester,Postgraduate,6,In Person
PHIL1005,Logic and Critical Thinking,Second Semester,Undergraduate,6,In Person
IDEC8550F,MPhil (Economics - Crawford),,Research,6,In Person
EMDV8550F,"MPhil (Resources, Environmental and Development Studies - Crawford)",,Research,6,In Person
ECON8900F,"MPhil - Research course in Economics, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
ECON8900P,"MPhil - Research course in Economics, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
COMM8900P,"MPhil - Research Course in Commerce, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
COMM8900F,"MPhil - Research Course in Commerce, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
MATH8900P,"MPhil - Research Course in Mathematics, Mathematical Sciences Institute",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
MATH8900F,"MPhil - Research Course in Mathematics, Mathematical Sciences Institute",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
SCOM8900F,"MPhil - Research Course in Scientific Communication, Centre for the Public Awareness",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
SCOM8900P,"MPhil - Research Course in Scientific Communication, Centre for the Public Awareness",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
STAT8900F,"MPhil - Research Course in Statistics, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
STAT8900P,"MPhil - Research Course in Statistics, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
FINM8900F,"MPhil Finance, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
FINM8900P,"MPhil Finance, ANU College of Business and Economics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
PHIL8900F,"MPhil Philosophy, RSSS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PHIL8900P,"MPhil Philosophy, RSSS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PAAS8962F,MPhil Regulation and Governance,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
PAAS8962P,MPhil Regulation and Governance,Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
ENGN8904F,MPhil Research (3AI),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
COMP8901F,MPhil Research (RSCS),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
ENGN8901F,MPhil Research (RSEEME),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
PAAS8950P,"MPhil Research Course in Anthropology, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8950F,"MPhil Research Course in Anthropology, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8953F,"MPhil Research Course in Archeology & Natural History, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8953P,"MPhil Research Course in Archeology & Natural History, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
ASIA8900P,"MPhil Research Course in Asian Studies, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
ASIA8900F,"MPhil Research Course in Asian Studies, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8530F,"MPhil Research Course in Asian and Pacific Languages and Literatures, CHL",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8569F,"MPhil Research Course in Gender, Media and Cultural Studies, School of Culture History & Language",,Research,12,In Person
PAAS8957F,"MPhil Research Course in International Relations, School of Intnl Pol & Strategic Studies",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PAAS8957P,"MPhil Research Course in International Relations, School of Intnl Pol & Strategic Studies",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PAAS8951F,"MPhil Research Course in Linguistics, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8951P,"MPhil Research Course in Linguistics, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
NSPO8950F,"MPhil Research Course in National Security, National Security College",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
NSPO8950P,"MPhil Research Course in National Security, National Security College",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PAAS8952F,"MPhil Research Course in Pacific & Asian History, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8952P,"MPhil Research Course in Pacific & Asian History, School of Culture History & Language",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,12,In Person
PAAS8570F,"MPhil Research Course in Pacific Studies, School of Culture History &amp; Language",,Research,12,In Person
POGO8950F,"MPhil Research Course in Policy & Governance, Crawford School",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
POGO8950P,"MPhil Research Course in Policy & Governance, Crawford School",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PAAS8958F,"MPhil Research Course in Political& Social Change,School of Intnl Pol & Strategic Studies",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PAAS8958P,"MPhil Research Course in Political& Social Change,School of Intnl Pol & Strategic Studies",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PAAS8960F,"MPhil Research Course in Strategic Defence Studies, School of Intnl Pol & Strategic Studies",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PAAS8960P,"MPhil Research Course in Strategic Defence Studies, School of Intnl Pol & Strategic Studies",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
PAAS8900F,"MPhil Research Cse in State Society & Governance in Melanesia, School of IPS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
PAAS8900P,"MPhil Research Cse in State Society & Governance in Melanesia, School of IPS",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
ECON7074,Macroeconomic Analysis,First Semester / Second Semester,Postgraduate,6,In Person
IDEC8002,Macroeconomic Analysis and Policy,Second Semester,Postgraduate,6,Online or In Person
ECON4422,Macroeconomic Theory,First Semester / Second Semester,Undergraduate,6,In Person
ECON8022,Macroeconomic Theory (Master),First Semester / Second Semester,Postgraduate,6,In Person
ECON1102,Macroeconomics 1,First Semester / Second Semester,Undergraduate,6,In Person
ECON2102,Macroeconomics 2,First Semester / Second Semester,Undergraduate,6,In Person
ECON3102,Macroeconomics 3,Second Semester,Undergraduate,6,In Person
EMSC3024,Magmatism and Metamorphism,First Semester,Undergraduate,6,In Person
EMSC6024,Magmatism and Metamorphism,First Semester,Postgraduate,6,In Person
ASIA2041,Mainland Southeast Asia: Colonial and Postcolonial Predicaments,Second Semester,Undergraduate,6,In Person
DESN2010,Making Creative and Critical Technologies: Physical Computing for Design and Art,First Semester,Undergraduate,6,In Person
HIST3007,Making History,Second Semester,Undergraduate,6,In Person
SCOM3032,Making Modern Science,Second Semester,Undergraduate,6,In Person
SCOM6032,Making Modern Science,Second Semester,Postgraduate,6,Online or In Person
BUSN2011,Management Accounting,First Semester / Second Semester,Undergraduate,6,In Person
BUSN7031,Management Accounting and Cost Analysis,First Semester / Second Semester,Postgraduate,6,In Person
MGMT4500,Management Honours Thesis,First Semester / Second Semester,Undergraduate,6,In Person
MGMT4006,Management Research Methods,First Semester,Undergraduate,6,In Person
MGMT8006,Management Research Methods,First Semester,Postgraduate,6,In Person
MGMT1003,"Management, People and Organisations",First Semester / Second Semester,Undergraduate,6,In Person
ECON6014,Managerial Economics,First Semester,Postgraduate,6,In Person
ECON2014,Managerial Economics,First Semester,Undergraduate,6,In Person
MGMT8207,Managing Across Cultures,Second Semester,Postgraduate,6,In Person
ENVS3041,Managing Forested Landscapes,First Semester,Undergraduate,6,In Person
ENVS6026,Managing Forested Landscapes,First Semester,Postgraduate,6,In Person
POGO8057,Managing Government Finances,Second Semester,Postgraduate,6,Online or In Person
MGMT8062,Managing Major Projects,First Semester,Postgraduate,6,In Person
MGMT2035,Managing Organisational Change,Second Semester,Undergraduate,6,In Person
POGO8300,Managing Public Sector Organisations,Spring Session,Postgraduate,6,Online or In Person
COMP4130,Managing Software Quality and Process,First Semester,Undergraduate,6,In Person
BUSI7280,Managing in a Global Context,First Semester / Second Semester,Postgraduate,6,Online or In Person
BUSI7001,Managing the Global Supply Chain,First Semester,Postgraduate,6,In Person
ENGN4212,Manufacturing Technologies,,Undergraduate,6,In Person
ASIA2018,Maps and Mapping in Asia and the Pacific,,Undergraduate,6,In Person
ASIA6018,Maps and Mapping in Asia and the Pacific,,Postgraduate,6,In Person
EMSC6023,Marine Biogeochemistry,,Postgraduate,6,In Person
EMSC3023,Marine Biogeochemistry,,Undergraduate,6,In Person
LAWS8315,Maritime Security Law,Autumn Session,Postgraduate,6,Online or In Person
MKTG4500,Marketing Honours Thesis,First Semester / Second Semester,Undergraduate,6,In Person
MKTG7260,Marketing Management,First Semester / Second Semester,Postgraduate,6,Online or In Person
MKTG3001,Marketing Research,Second Semester,Undergraduate,6,In Person
MKTG8027,Marketing Strategy,First Semester,Postgraduate,6,In Person
MKTG7001,Marketing for Leaders,,Postgraduate,6,In Person
LAWS8900F,"Master Research Course in Law, ANU College of Law",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
LAWS8900P,"Master Research Course in Law, ANU College of Law",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
MMIB8900F,"Master Research Course, Research School of Management",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
MMIB8900P,"Master Research Course, Research School of Management",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
PHYS8207,Master of Nuclear Science Research Project,Summer Session / First Semester / Autumn Session / Winter Session / Second Semester / Spring Session,Postgraduate,6,In Person
COMP8900P,Master of Philosophy (Computer Science),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
COMP8900F,Master of Philosophy (Computer Science),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
CYBN8900F,Master of Philosophy (Cybernetics),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
DIPL8500F,"Master of Philosophy (Diplomacy, School of Regulation, Justice and Diplomacy)",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
DIPL8500P,"Master of Philosophy (Diplomacy, School of Regulation, Justice and Diplomacy)",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
ENGN8900F,Master of Philosophy (Engineering),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
ENGN8900P,Master of Philosophy (Engineering),Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
MEDN8550F,"Master of Philosophy - Research Course, John Curtin School of Medical Research",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
MEDN8550P,"Master of Philosophy - Research Course, John Curtin School of Medical Research",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
POPH8950F,"Master of Philosophy - Research Course, National Centre for Epidemiology and Population Health",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
POPH8950P,"Master of Philosophy - Research Course, National Centre for Epidemiology and Population Health",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ASTR8950F,"Master of Philosophy - Research Course, Research School of Astronomy & Astrophysics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
ASTR8950P,"Master of Philosophy - Research Course, Research School of Astronomy & Astrophysics",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
CHEM8950F,"Master of Philosophy - Research Course, Research School of Chemistry",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
CHEM8950P,"Master of Philosophy - Research Course, Research School of Chemistry",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
MEDI8950P,"Master of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PSYC8900F,"Master of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PSYC8900P,"Master of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
MEDI8950F,"Master of Philosophy - Research Course, School of Medicine and Psychology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
EMSC8901P,"Master of Philosophy in Earth Sciences, Research School of Earth Sciences",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
EMSC8901F,"Master of Philosophy in Earth Sciences, Research School of Earth Sciences",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,3,In Person
BIOL8901F,"Master of Philosophy, Biomedical Science & Biochemistry, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
BIOL8901P,"Master of Philosophy, Biomedical Science & Biochemistry, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
BIOL8900F,"Master of Philosophy, Evolution, Ecology and Genetics, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
BIOL8900P,"Master of Philosophy, Evolution, Ecology and Genetics, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
ENVS8900F,"Master of Philosophy, Forestry, Fenner School of Environment and Society",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ENVS8900P,"Master of Philosophy, Forestry, Fenner School of Environment and Society",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
GMTH8950F,"Master of Philosophy, General Mathematics, Mathematical Sciences Institute",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
GMTH8950P,"Master of Philosophy, General Mathematics, Mathematical Sciences Institute",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ENVS8908P,"Master of Philosophy, Interdisciplinary Environmental Studies, Fenner School of Environment and Soci",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
ENVS8908F,"Master of Philosophy, Interdisciplinary Environmental Studies, Fenner School of Environment and Soci",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
PHYS8009F,"Master of Philosophy, Physics Thesis",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,6,In Person
BIOL8902P,"Master of Philosophy, Plant Sciences, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
BIOL8902F,"Master of Philosophy, Plant Sciences, Research School of Biology",Quarter 1 / First Semester / Quarter 2 / Quarter 3 / Second Semester / Quarter 4,Research,24,In Person
SCOM8000,Master of Science Communication Research Project,First Semester / Second Semester,Postgraduate,6,Online or In Person
MMIB8006,Master's Thesis (Business Studies),First Semester / Second Semester,Postgraduate,6,In Person
ARCH8037,Masterclass in Archaeological and Evolutionary Science,,Postgraduate,6,In Person
PHYS8000,Masters Research Project,First Semester / Second Semester,Postgraduate,12,In Person
MATH8705,Masters Special Topics in Mathematics,First Semester / Second Semester,Postgraduate,6,In Person
PHYS8750,Masters Special Topics in Physics,Summer Session / First Semester / Second Semester,Postgraduate,6,Online or In Person
ENVS8000,Masters Thesis,First Semester / Second Semester,Postgraduate,12,In Person
ENVS8000P,Masters Thesis,,Postgraduate,12,In Person
CHEM2213,Materials Chemistry,Second Semester,Undergraduate,6,In Person
CHEM6213,Materials Chemistry,Second Semester,Postgraduate,6,In Person
MUSI2233,Materials of Music,,Undergraduate,6,In Person
MATH1113,Mathematical Foundations for Actuarial Studies,Second Semester,Undergraduate,6,In Person
IDEC8015,Mathematical Methods in Applied Economics,First Semester,Postgraduate,6,Online or In Person
EMET7001,Mathematical Techniques for Economic Analysis,First Semester / Second Semester,Postgraduate,6,In Person
MATH8702,Mathematics Reading Course,Summer Session / First Semester / Second Semester,Postgraduate,6,In Person
MATH8701,Mathematics Research Project,Summer Session / First Semester / Second Semester,Postgraduate,6,In Person
MATH1013,Mathematics and Applications 1,First Semester / Second Semester,Undergraduate,6,In Person
MATH1014,Mathematics and Applications 2,First Semester / Second Semester,Undergraduate,6,In Person
MATH3512,Matrix Computations,Second Semester,Undergraduate,6,In Person
MATH6112,Matrix Computations,Second Semester,Postgraduate,6,In Person
POLS2137,"Meaning in Politics: Interpretation, Method and Critique",First Semester,Undergraduate,6,In Person
ENGN2217,Mechanical Systems and Design,First Semester,Undergraduate,6,In Person
ARAB3011,Media Arabic 1,First Semester,Undergraduate,6,Online or In Person
ARAB3008,Media Arabic 2,Second Semester,Undergraduate,6,Online or In Person
LAWS8402,Media Law,Second Semester,Postgraduate,6,Online or In Person
LAWS4202,Media Law,Second Semester,Undergraduate,6,Online or In Person
SOCY2170,"Media, Technology and Society",,Undergraduate,6,In Person
DESN2015,Mediating Spaces Through Object Design,First Semester,Undergraduate,6,In Person
LAWS4343,Mediation Skills Practicum,Winter Session,Undergraduate,6,In Person
MEDN4001,Medical Research Honours,First Semester / Second Semester,Undergraduate,12,In Person
MEDN8701,Medical Research Project,First Semester / Second Semester,Postgraduate,12,In Person
BIOL3190,Medical Science in the Workplace,Second Semester,Undergraduate,6,In Person
MEDI8011,Medicine 1A,First Semester,Postgraduate,24,In Person
MEDI8012,Medicine 1B,Second Semester,Postgraduate,24,In Person
MEDI8020,Medicine 2,First Semester / Second Semester,Postgraduate,21,In Person
MEDI8030,Medicine 3,First Semester / Second Semester,Postgraduate,24,In Person
MEDI8040,Medicine 4,First Semester / Second Semester,Postgraduate,24,In Person
MEDI8000,Medicine Elective Placement,Spring Session,Postgraduate,0,In Person
ANTH2026,"Medicine, Healing and the Body",,Undergraduate,6,In Person
ANTH6026,"Medicine, Healing and the Body",,Postgraduate,6,In Person
INTR8086,Meet the Practitioners Series,Second Semester,Postgraduate,0,In Person
EMSC3032,"Melting Polar Ice Sheets, Sea Level Variations and Climate Change",First Semester,Undergraduate,6,In Person
EMSC6032,"Melting Polar Ice Sheets, Sea Level Variations and Climate Change",First Semester,Postgraduate,6,In Person
ARTV8041,Methodologies of Contemporary Art Practices,First Semester,Postgraduate,18,In Person
REGN8001,Methods in Interdisciplinary Research,Winter Session,Postgraduate,6,Online or In Person
REGN9076,Methods in Interdisciplinary Research,Winter Session,Postgraduate,6,Online or In Person
ARCH8040,Microanalysis in Archaeological Science,First Semester,Postgraduate,6,In Person
ECON7073,Microeconomic Analysis,First Semester / Second Semester,Postgraduate,6,In Person
IDEC8016,Microeconomic Analysis and Policy,First Semester,Postgraduate,6,Online or In Person
ECON8011,Microeconomic Theory,First Semester / Second Semester,Postgraduate,6,In Person
ECON4411,Microeconomic Theory,First Semester,Undergraduate,6,In Person
ECON1101,Microeconomics 1,First Semester / Second Semester,Undergraduate,6,In Person
ECON2101,Microeconomics 2,First Semester / Second Semester,Undergraduate,6,In Person
